"Nairobi, Kenya",39,indiewitty,16,101,Sun Jun 14 03:53:46 +0000 2009,258,47027638,True,Independent and witty..mummy and missy..
Nairobi Kenya,2,Genjekenya,0,43,Mon Dec 02 17:25:29 +0000 2013,1,2204853370,True,"The home of hype Men/Ladies, Dancers and Upcoming Artists. #G3NJ3 WE GIVE THE BEST"
"nairobi,kenya",65,kamnasutra1,0,76,Fri Feb 24 15:57:35 +0000 2012,1223,501897011,True,Am that overnight sensation...*red devils* zappaphilliac* awesome is my middle name
"Nairobi, Embakasi Area.",1046,amiran_kenya,184,407,Thu May 24 05:53:15 +0000 2012,538,588873925,True,Your one stop shop  for all your agricultural  needs.
Darsalaam..Tanzania,230,kiizaham,4,150,Sat Apr 21 04:24:13 +0000 2012,351,559274040,False,Uganda cranes and Young African's football player....
nairobi,130,haronmbai,1,380,Mon Jul 04 08:17:30 +0000 2011,51,328924821,True,"Young,dynamic,teamplayer and focused."
Eldoret,65,KKMachel,0,172,Thu Aug 18 13:46:21 +0000 2011,193,357510897,False,"A Gunner;
Am me:"
Nairobi Kenya.,81,MercyShishi,13,161,Fri May 04 13:49:24 +0000 2012,477,570845585,True,I AM FULLY YOURS...IT'S ALL ABOUT JESUS.
"Nakuru, KENYA.",19,Fredizoo,66,81,Sun Feb 14 10:22:43 +0000 2010,1062,114159033,False,"Simple...style...swagg!!
Huzzy to @Dizzo_Twiriq ♥"
"Kampala, Uganda",110,reuben_robert,218,279,Tue Jul 17 12:46:30 +0000 2012,2516,700993694,False,"decadent, vain-glorious, blithe optimist, horny, uncommitted, fake, irreligious & vaguely romantic. that pretty much sums it up."
Nairobi,618,charlietundo,37,1232,Sun Oct 24 07:29:08 +0000 2010,3223,206991947,True,Believe you can and you're halfway there.
Nairobi,105,shaqbett,0,194,Sat Aug 15 09:11:49 +0000 2009,373,65865160,True,
,5,ProfessWorship,0,29,Mon Nov 25 14:16:36 +0000 2013,10,2214137456,False,True worship is #SpontaneousWorship
"Diiree,ethiopia",62,maya2learamoh,5,170,Fri Jun 26 06:14:31 +0000 2009,18,50946783,False,i dnt worry bout what you think humans are always -
"Nairobi, Kenya",73,macmagruder,1,80,Wed Nov 17 13:08:03 +0000 2010,37,216689206,True,Living Water International Director East Africa and Africa Strategy
,17,marykyale500,0,51,Fri Jul 12 18:23:43 +0000 2013,18,1589126017,False,live love life
Tharaka nithi village,284,TheVillage_boy,7,1901,Sat Aug 07 22:54:18 +0000 2010,693,175888319,False,"i have strongholds in jounalism,stand up comic,acting and being a villager am25%funnyAnd80%BadAtMaths Tech geek"
,2,lynetmbula,0,23,Tue Dec 03 12:01:23 +0000 2013,1,2228188135,False,
,19440,AbabuNamwamba,3,262,Wed Aug 10 16:36:29 +0000 2011,1988,352439708,False,"Attorney. MP. Chair, Public Accounts Committee (PAC). Former Youth Affairs & Sports Minister. Passion is Ababu Namwamba Foundation, reading, writing, gardening"
north london,4,JakeAshton2,0,37,Tue Oct 09 12:13:07 +0000 2012,7,869775140,False,freak
nairobi,110,Aggrey985,3,414,Thu Aug 25 13:22:30 +0000 2011,644,361864138,True,Auditor by profession..
Kenya,81,josephnzomo,3,674,Fri Oct 09 15:20:24 +0000 2009,40,81131536,False,
Nairobi,119,KuiWaNdegwa,8,182,Wed Jun 01 14:21:27 +0000 2011,1238,309088284,True,"life is never that serious, have fun and live a day at a time :)"
Eldoret,3,KendagorRuth,0,9,Tue Apr 30 06:39:09 +0000 2013,3,1391357827,False,
Nairobi,182,Mexhor,30,374,Thu Mar 24 14:38:33 +0000 2011,1077,271446742,True,wat u waitin hit tha follow button
kenya,74,rianaberyl,40,145,Tue May 05 05:13:00 +0000 2009,1797,37864080,False,#teamcapital_fm
,4,AnthonyKimuhu,1,31,Mon Oct 21 04:21:45 +0000 2013,2,1977414613,False,
Juba,45,OgachiNyaronge,2,314,Sun Apr 17 05:40:04 +0000 2011,296,283385501,False,"Hotelier , Working in Queen of Sheba South Sudan Juba."
kenya,0,dwachira78,0,8,Sun Sep 29 14:08:08 +0000 2013,2,1917186594,False,married
,69,aleyof,23,184,Sat Sep 18 15:52:18 +0000 2010,656,192243756,False,
,3,KamuyuCk,1,55,Mon Oct 21 11:45:25 +0000 2013,7,1978408716,False,
nairobi,56,YoungSimbaress,1,69,Mon Jul 27 14:48:36 +0000 2009,743,60616094,True,Aiming for the stars
Pretoria,61,DunkMasterQ,2,109,Fri Jul 10 11:39:09 +0000 2009,128,55537997,False,Living life from a whole different angle! Looking for the right girl and allowing simple composure thru life's lessons!
nairobi,54,patkaranja06,20,115,Mon Jan 11 10:16:02 +0000 2010,141,103816579,True,Me and myself
,110,Mutantrix,31,405,Wed Dec 08 07:54:59 +0000 2010,579,224148221,False,
Naivasha,261,Wanyoikejoe,61,386,Sun May 22 09:37:25 +0000 2011,774,303109240,False,I arise in the morning torn between a desire to improve the world and a desire to enjoy the world.  This makes it hard to plan the day.
Nairobi,55,bidickens,21,279,Fri Apr 22 18:00:36 +0000 2011,132,286284078,True,
Nairobi,0,ashlitah95,0,3,Tue Dec 03 20:28:34 +0000 2013,1,2206409757,True,"A Lover, Wife, A great Swimmer, A Big Chef, Soon to be mum, Down to earth, Humble"
"Nairobi, Kenya",42,James_CK,3,112,Mon May 11 07:03:48 +0000 2009,1036,39209042,True,"Info Tech, Sports, Politics, Music.... Just an average over-caffeinated guy."
Kenya,78,nmahinda,7,46,Mon Jan 23 13:10:35 +0000 2012,586,471968347,False,
Nairobi,135,kYm3liTTow,8,162,Fri Jul 29 19:08:12 +0000 2011,678,344892876,True,jus get to no mi
Nairobi,12362,MijunguKen,41,763,Tue Mar 23 10:09:13 +0000 2010,21794,125615215,True,"Child of the Most High, My name is still not among the Forbes list so i go to work. MY VIEWS!"
Kenya,277,EveMonoe,11,329,Wed Nov 25 13:15:13 +0000 2009,1827,92518554,False,........CHANGE!!
Nairobi,158,ragamami,40,165,Thu Jul 31 05:15:45 +0000 2008,961,15671288,True,"Web, Content and Social media | Love all things Design and Tech | Mum | Wifey | Internet addict | Would take a Kindle to desert island"
"Nairobi,Kenya",58,waweruteddy,10,433,Fri May 13 07:04:59 +0000 2011,568,297852327,True,REAL KENYAN AND PROUD OF.
Nairobi Kenya,502,k_nexo,7,519,Wed Jun 05 05:33:50 +0000 2013,931,1484171221,True,I choose 2 mke the rest of my lyf the bst of my lyf.. I lve 4 2dy kz 2moro z a dream.. n nt ol dreams come true #Kenyan. +254   #COYG   #Arsenal    #TeamWenger
misikhu,85,georgewabule,6,584,Sun Sep 23 09:23:49 +0000 2012,230,841366562,False,
kenya,16,yuvekip,8,247,Thu Mar 14 16:05:13 +0000 2013,141,1267411051,False,
,6,sosio7,0,65,Mon Apr 22 19:26:45 +0000 2013,4,1372918766,False,
"Nairobi, Kenya",299,gathigig,52,436,Tue Jan 27 14:56:26 +0000 2009,4544,19595261,True,Think or Perish!
Kenya,411,sirallanMrBoss,97,347,Fri Aug 28 13:29:22 +0000 2009,21178,69587486,False,"I'm rich coz I got a bank full of pride. This is my fake life, the real me is the opposite of anything you see here . IT AIN'T MY BABY"
,39,Timkeitany,1,87,Thu Jun 10 20:07:32 +0000 2010,17,154262670,False,
"Nairobi, Kenya",236,kensicky,115,680,Fri Feb 26 12:19:20 +0000 2010,3244,117728037,True,There definitely has to be #football and #music in heaven. I love poetry. #TeamArsenalOfCourse. I tweet my mind not my heart.
Ruaraka,298,Benoduor,53,970,Tue Jan 12 11:04:03 +0000 2010,1458,104132962,False,am a  humbled guy. Gor mahia arsenal damu
Kenya,215,Austyn_Machel,287,370,Wed Jun 03 15:24:34 +0000 2009,5763,44380283,False,Mercy is for the weak...
Changanyikeni..Home of ArTisT,1196,msechu,25,169,Mon Apr 12 09:24:14 +0000 2010,1042,132112923,False,Me as Me
,7,DivaRachel,0,50,Sat Apr 20 16:51:40 +0000 2013,66,1367508985,False,we goin dwn am yellin timber!!!
Nairobi,90,Dixpring,10,180,Fri Jan 06 20:00:36 +0000 2012,754,456897085,True,"KTN Graphics Designer, 3D animator/Motion Graphics artist, love cars n any kind o art, adore creativity, the rest? find out 4 uaself!!!"
"Nairobi, Kenya",148,nyaresss,113,481,Mon Sep 20 10:40:29 +0000 2010,1746,192859203,True,I make ma own rules for happiness n follow ma heart-sense.. Yousand Distributor
Nairobi,242,noarmcwinter,20,233,Thu May 13 11:24:36 +0000 2010,821,143406363,True,"A lover of criminal mind,father and God fearing.simple"
Nairobi,2,sundaypete,2,108,Thu Feb 28 17:02:45 +0000 2013,4,1227950484,True,Muslim-Sunnih and a GOONER.
,78,derrickjoker,10,300,Wed Apr 21 09:31:56 +0000 2010,177,135442960,False,
Nairobi-Kenya,102,SigniorG,20,521,Tue Aug 09 12:26:08 +0000 2011,486,351558044,True,Studied B/Administration.
,234,t_banner,61,443,Mon Dec 03 12:33:07 +0000 2012,685,986548201,False,Swagg Affiliated! ☆
Afrika - Azania,90,Mlu0Slim,6,259,Tue Aug 31 14:09:07 +0000 2010,987,185226248,False,"buy me a cup of coffee and tell me something I haven't heard, lets go crazy with ideas maybe later we can implement"
nairobi ,4,pnyoiro,2,45,Thu Oct 11 09:17:50 +0000 2012,26,873298064,True,cool guy
,169,burhan_nana,26,229,Mon Jun 20 06:12:28 +0000 2011,396,320602341,False,
,458,next2uApp,1,1812,Fri Nov 23 14:46:30 +0000 2012,1032,966255925,False,Application pour smartphone et tablette qui vous permet de découvrir le monde qui vous entoure !
,406,Vokess,51,380,Tue Apr 28 07:24:05 +0000 2009,12488,36014461,False,"Always inspired, but crazy sometimes..... Old Trafford where I belong. and You...never mind"
,146,anthonyYano,27,740,Sat Nov 21 17:04:37 +0000 2009,899,91610501,False,
Nairobi Kenya,204,BethwelOpil,3,505,Mon Jan 16 09:01:31 +0000 2012,231,465388676,True,
,56,josefkaranja,3,236,Wed Mar 06 11:31:09 +0000 2013,153,1245870924,False,“There are two ways to be fooled. One is to believe what isn’t true; the other is to refuse to believe what is true.”....Søren Kierkegaard
,100,lynakerubo,11,362,Fri Apr 16 07:47:43 +0000 2010,33,133631955,False,
Westland Nairobi,101,KDilano,9,196,Wed Sep 08 15:09:05 +0000 2010,525,188360983,True,"Simple, adventurous,  Passionate Child of God. Works at Safaricom"
,3,WanjiruAisha,0,42,Fri May 03 12:09:23 +0000 2013,17,1399606051,False,
,82,kevin_wachira,22,187,Tue Apr 17 14:25:26 +0000 2012,296,556091475,False,Journalist | Gadget boy | a red devil | Happy child | #teamcanon
Nairobi,6,vansotout,2,102,Tue Dec 29 12:40:09 +0000 2009,22,100215584,True,create options always.
        ♡,266,misstacee,16,139,Mon Apr 20 12:03:37 +0000 2009,2908,33490918,False,
"Nairragie Enkarre , Narok",99,MoikanaL,16,353,Tue Jan 08 06:45:30 +0000 2013,20,1070163144,False,a hotelier by proffesion. a maasai by culture & a kenyan by birth. najivunia  kuwa mkenya. tennis 4 life n lifestyle
nairobi,35,iamsamady,2,297,Tue Apr 20 09:13:03 +0000 2010,216,135090383,True,this is the official account for samady(abdisamad mahamud) if  you want to know more just follow  me.
,453,John_Seel,9,98,Thu Jun 02 17:35:19 +0000 2011,3445,309790117,False,"An ambitious entrepreneur, who believes in hard work and some luck as key to success. Not to mention I adore my family and my true friends."
KENYA,925,Mugweru,6,1156,Sat May 09 14:39:47 +0000 2009,1381,38862787,False,
"NAIROBI,KENYA",291,misssalzy,8,803,Sat Jul 16 16:43:00 +0000 2011,3873,336631517,True,Who are you to judge the life I live? I know I'm not perfect -and I don't live to be- but before you start pointing fingers... make sure you hands are clean....
Nairobi,75,IbrahimToloi,7,386,Sun Jan 29 11:28:10 +0000 2012,264,477620280,True,If you wanna know follow me and ask all the questions you need!
earth.....sometimes...;-),166,FOXXYBUSH,113,225,Sat Aug 29 14:40:07 +0000 2009,5077,69880488,False,"well,,,thats an interesting topic!!!"
,0,Hussen201t,0,0,Wed Dec 04 21:53:44 +0000 2013,1,2207961687,False,
Nairobi kenya,9,wycliffe428324,0,26,Tue Jul 02 08:13:19 +0000 2013,1,1562592187,True,
"nairobi, Kenya",346,The_Mwangi,75,338,Sun Oct 11 11:28:57 +0000 2009,4539,81575335,True,"they USED to call me kaiser
key word,used.. :)"
EARTH REALM,91,Muuggzz,24,663,Tue Jul 21 01:10:33 +0000 2009,2878,58654190,False,#LFC Fan | ISO Certified Hater | EDM Junkie | Foodie | Leave Me Alone
,4,Muhidinofficial,3,43,Tue Sep 24 19:01:05 +0000 2013,4,1901415486,False,
,7,williamwathuku,2,39,Fri Sep 20 08:56:11 +0000 2013,8,1885857906,False,
Kenya,186,jmart1892,20,299,Sat Apr 14 18:24:24 +0000 2012,1207,553737583,False,student of life|truthseeker|likes behind the scenes|allergic to idling|KOP to the CORE|http://ke.linkedin.com/pub/martin-che…
"Nairobi, Kenya",126,Melvin5281,8,124,Tue Apr 21 12:47:09 +0000 2009,1843,33891421,True,"Arsenal FC, logical thinking, idiot free atmosphere"
"Nairobi, Kenya.",154,MainaKamunya,152,127,Thu Apr 02 08:27:46 +0000 2009,3357,28304300,True,Cars | Red Devil | What You See is What You Don't Get
"Plymouth, england",532,jade_howard,318,184,Sun Jan 02 06:37:36 +0000 2011,1599,233082858,False,
London,6637,leithclark,687,494,Wed May 18 22:32:20 +0000 2011,1984,301118960,False,@Lulamag @BazaarUK
Kenya,10,lmkarani,9,23,Sun Jan 13 17:03:11 +0000 2013,186,1086659911,False,"High school instructor,motivational speaker . loves soccer ."
"Nairobi, Kenya",71,paulpopote,36,133,Wed Jan 04 13:50:01 +0000 2012,1594,454876040,True,If you must look back ensure the view is beautiful!!
Honduras,71,EvelynKC,171,221,Sat Dec 04 22:57:52 +0000 2010,3064,222946669,False,"Master en Dirección Empresarial! Orientada en Desarrollo Humano, Convencida que los sueño son para cumplirse!  ILU"
,18,my_paS_erI,0,15,Mon Sep 19 13:41:52 +0000 2011,1280,376198615,False,
Nairobi,48,AyekaLui,41,97,Sun Jan 02 13:51:36 +0000 2011,185,233167574,True,"I am Louie,any other question?"
Nairobi,30,moraaf,7,41,Mon Oct 10 06:50:57 +0000 2011,95,388118719,True,Humble black woman.
,2,AMainaalbert39,0,6,Sun Sep 22 18:09:55 +0000 2013,6,1894606898,False,
Nairobi,124,Naimalesaigor,21,212,Thu Jul 05 04:56:31 +0000 2012,527,627144741,True,"I'm perfect in my imperfection,
happy in my pain, strong in my weaknesses nd
Beautiful in my own way, bcz I'M ME."
kenya,279,KoiSmurf,48,324,Thu Apr 08 04:49:53 +0000 2010,3533,130740630,False,Smiley Face is my default face----- I Laugh alot about everything..:-) Instagram--- @koismurf
,5,otieno_humphrey,1,20,Thu Oct 24 18:45:30 +0000 2013,5,2151396755,False,
Nairobi,464,FundiFrankarani,234,1856,Mon Nov 02 08:56:12 +0000 2009,894,86903903,True,"Interior Designer in Nairobi,
I exemplify creativity in every sense of the word through exceptional style and reliability."
Kenya,194,Msupa77,27,129,Mon Apr 11 10:01:02 +0000 2011,2274,280440618,False,
Africa,151,akigen,23,263,Wed Apr 22 10:33:42 +0000 2009,2510,34237593,False,"Astute F1 lover, McLaren Supported and die hard Man Utd Fan."
"Nairobi, Kenya",32,NairobiCarol,3,54,Wed Dec 08 15:23:10 +0000 2010,44,224262009,True,"Change management consultant, project manager, professional coach, mother of three, married. Living in Nairobi. Seeing a bit a bit of the world before we retire"
,3,chrichessa,8,83,Mon Oct 28 15:42:38 +0000 2013,2,2157354076,False,
,5,kinuthiaj77,6,113,Fri May 25 04:29:05 +0000 2012,12,589687720,False,
254 Nairobi,2696,ItsElPoet,481,1432,Wed Sep 22 10:08:26 +0000 2010,39200,193639190,True,I am a young Somali boy birthed by Kenyan soil. I speak for the voices forgotten hence my voice is outspoken for you who is silent is a better poet.
kiambu,28,marthapinky,8,91,Thu Jun 11 16:03:57 +0000 2009,23,46419154,False,
Nairobi,123,Tomessi_O,26,336,Sun May 02 22:01:51 +0000 2010,294,139521254,True,"#TeamJesus | Informatist in the making |
LIfe. Like smoke, there's only one chance to make it right
You can smoke it...but don't blow it!!!"
,171,darthmondis,16,306,Wed Nov 24 18:08:27 +0000 2010,2575,219378974,False,Business Development Manager at JLIT
"Nairobi, Kenya",15,vinskiDeffereL,0,44,Thu Feb 03 13:58:27 +0000 2011,11,246797749,True,F.A.D.E.D ;-)
Nairobi,197,ALFREDALISANDRO,21,385,Mon Jan 09 08:12:51 +0000 2012,1879,459082813,True,I fly wit the fish in the sky and swim with the eagle in the ocean..see am diffrent nyway fresh iz a way of life GGMU!!!
,147,drumistGabu,21,254,Sun Jul 17 16:23:11 +0000 2011,1384,337190879,False,"A filmmaker, Soundman, Thinker, Writer and God fearing gentleman"
Nairobi,703,albi_leone,78,705,Sun May 29 19:41:38 +0000 2011,606,307515946,True,"Tear me down, or build me up. I don't really give a f*ck. Ima keep doing me!..#RIP"
,3,jn_ndungu,0,54,Wed Dec 04 18:13:08 +0000 2013,2,2230306350,False,
"Nairobi, Kenya",75,lynnettekawira,0,351,Tue Mar 20 09:08:18 +0000 2012,20,531054152,True,"fun chick,loves life,go getter, ambitious"
,3913,KaburuOle,8034,1766,Mon Jun 20 05:56:59 +0000 2011,63035,320597759,False,"Son of soil.....LLB.Hons. Dip.KSL. Advocate, MBA, ACIArb. Make Each Day your Master Piece"
Rome,330,mau_tto,3,1347,Tue Apr 19 22:30:18 +0000 2011,589,284755099,False,Business Development @EnelGroup Global Shaper @WEF Curator @GSRomeHub Contributor @WEFGAC for Sustainable Consumption
Jundiaí-SP Brasil,572,flysom,3,2000,Mon Jul 20 09:38:38 +0000 2009,2758,58434615,False,"FLYSOM Componentes Eletrônicos, para assistência técnica de TVs, Som, DVDs, Controle Remoto, Circuito integrado, transistor."
Not from your area,179,KrisGater,22,159,Wed Sep 30 14:30:36 +0000 2009,3764,78614950,False,"Tech Blogger Online Dj/Radio host Tech lover. Tht fat guy who enters th lift last 
#FollowBack"
,31,samino1,4,40,Thu May 14 12:26:48 +0000 2009,144,39982415,False,
nairobi,0,sholmanyok,1,36,Wed Nov 06 07:22:48 +0000 2013,3,2170486372,True,
,33,mcnganga,5,191,Tue Sep 15 08:26:20 +0000 2009,17,74399867,False,"Just a guy, saved by Christ, loved by God, who is very, very grateful for all he has been given."
,3,BenjaminMungai,0,76,Sun Jun 10 20:10:45 +0000 2012,10,604806262,False,
,59,nickmachuki,52,69,Mon Aug 20 12:56:39 +0000 2012,333,769474332,False,"Quantity Surveyor, Construction Project Manager,Motivator,RugbyEnthusiast,Logical Thinker"
,54,triciakaris,8,71,Thu Sep 13 08:24:32 +0000 2012,942,821115060,False,"The question isn’t who’s going to let me; it’s who is going to stop me. - Ayn Rand.
Daughter, Lover,Community Developer"
,2,MaryMissfes2525,0,9,Wed Nov 27 18:17:12 +0000 2013,2,2218228880,False,
La,17,Jermaineabeid,11,101,Thu Jan 05 13:12:33 +0000 2012,78,455737018,False,love life
Nairobi,483,lizmadowo,2,189,Sat Jul 30 10:59:40 +0000 2011,3367,345301745,True,Loved by HIM|Model|Business student|Foodie
"NAIROBI, KENYA",141,Thuranira,17,527,Mon Apr 27 10:09:11 +0000 2009,1253,35711200,True,"Loves Knowledge, Skeptical about Trust Me People, Loves Life & Fun. Construction Pays My Bills."
Nairobi,617,kev_kidth,134,664,Wed Nov 10 18:04:38 +0000 2010,7177,214152025,True,"Global Brand Ambassador - Peroni & Miller Genuine Draft Beer
Sports fanatic | Director of @uniquetcd
Views are my own..."
Nairobi,87,muvoka,2,543,Tue Dec 07 12:50:22 +0000 2010,460,223828206,True,Good to all
Kenya,55,khanda64,12,183,Wed Jan 28 10:49:11 +0000 2009,223,19645449,False,
Nairobi,218,JulieBela15,28,327,Fri Sep 02 04:29:12 +0000 2011,935,366422779,True,"I always follow back
#team243 #cenation #WWE"
South Sudan,45,AengusinAfrica,8,76,Wed Mar 02 15:29:47 +0000 2011,256,259772969,False,
kenya,261,tracymammu,323,225,Tue Feb 16 05:41:08 +0000 2010,4706,114660518,False,lawyer ...certified public secretary to be:) an insightful woman...
Kenya  Nairobi ,384,MutembeiDavies,14,1,Wed Dec 19 06:47:23 +0000 2012,681,1021504837,True,Am just a man!!         Skype: davies7812
"64,Kenya",25,kinstheVader,9,9,Sun Jun 20 13:28:57 +0000 2010,250,157658162,False,"teenage rapper,song writter & executive music producer"
